Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10.00,INE591G01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.00,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A ,10.00,INE733E01010,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,A ,1.00,INE366A01041,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Active,A ,2.00,INE873D01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Active,A ,10.00,INE351F01018,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
532630,Gokaldas Exports Ltd,GOKEX,GOKALDAS EXPORTS LTD.,Active,A ,5.00,INE887G01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.00,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.00,INE498B01024,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
532642,JSW Holdings Limited,JSWHL,JSW Holdings Limited,Active,A ,10.00,INE824G01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.00,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A ,2.00,INE528G01035,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.00,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
532659,IDFC LIMITED,IDFC,IDFC LIMITED,Active,A ,10.00,INE043D01016,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,A ,10.00,INE231F01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.00,INE040H01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
532670,Shree Renuka Sugars Ltd.,RENUKA,SHREE RENUKA SUGARS LTD.,Active,A ,1.00,INE087H01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.00,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
532684,Everest Kanto Cylinders Ltd.,EKC,EVEREST KANTO CYLINDER LTD.,Active,A ,2.00,INE184H01027,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments,
532689,PVR Ltd.,PVR,PVR LTD.,Active,A ,10.00,INE191H01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.00,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,
532706,Inox Leisure Limited,INOXLEISUR,INOX LEISURE LTD.,Active,A ,10.00,INE312H01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Active,A ,2.00,INE389H01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.00,INE774D01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2.00,INE343H01029,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.00,INE424H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532734,GODAWARI POWER AND ISPAT LTD.,GPIL,GODAWARI POWER & ISPAT LTD.,Active,A ,5.00,INE177H01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532749,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2.00,INE418H01029,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
532754,GMR Infrastructure Limited,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A ,1.00,INE776C01039,Airport & Airport services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services,
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A ,5.00,INE669C01036,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532756,Mahindra CIE Automotive Limited,MAHINDCIE,Mahindra CIE Automotive Limited,Active,A ,10.00,INE536H01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532762,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A ,2.00,INE731H01025,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,
532772,DCB Bank Limited,DCBBANK,DCB Bank Limited,Active,A ,10.00,INE503A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
532775,GTL Infrastructure Limited,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,A ,10.00,INE221H01019,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10.00,INE663F01024,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,
532779,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Active,A ,10.00,INE813H01021,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
532783,LT Foods Limited,DAAWAT,LT FOODS LTD.,Active,A ,1.00,INE818H01020,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
532784,Sobha Limited,SOBHA,Sobha Limited,Active,A ,10.00,INE671H01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532790,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Active,A ,1.00,INE483C01032,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5.00,INE870H01013,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,
532800,TV18 Broadcast Ltd.,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2.00,INE886H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532805,Redington (India) ltd.,REDINGTON,REDINGTON (INDIA) LTD.,Active,A ,2.00,INE891D01026,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
532809,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A ,10.00,INE684F01012,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10.00,INE134E01011,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,A ,2.00,INE758C01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A ,10.00,INE562A01011,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
532819,MindTree  Limited,MINDTREE,MINDTREE LTD.,Active,A ,10.00,INE018I01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.00,INE669E01016,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
532827,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10.00,INE761H01022,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1.00,INE006I01046,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
532832,Indiabulls Real Estate Limited,IBREALEST,INDIABULLS REAL ESTATE LTD.,Active,A ,2.00,INE069I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,A ,1.00,INE052I01032,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
532835,ICRA Limited,ICRA,ICRA LTD.,Active,A ,10.00,INE725G01011,Ratings,Equity,Financial Services,Financial Services,Capital Markets,Ratings,
532839,Dish TV India Limited,DISHTV,DISH TV INDIA LTD.,Active,A ,1.00,INE836F01026,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Active,A ,10.00,INE061F01013,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
532848,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Active,A ,1.00,INE124G01033,Amusement Parks/ Other Recreation,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,
532856,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A ,1.00,INE508G01029,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
532859,Hinduja Global Solutions Limited,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,A ,10.00,INE170I01016,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
532868,DLF LIMITED,DLF,DLF LTD.,Active,A ,2.00,INE271C01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1.00,INE232I01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.00,INE483A01010,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,1.00,INE930H01031,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532891,Puravankara Limited,PURVA,Puravankara Ltd,Active,A ,5.00,INE323I01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1.00,INE338I01027,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A ,10.00,INE752E01010,Power - Transmission,Equity,Utilities,Power,Power,Power - Transmission,
532899,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY LTD.,Active,A ,2.00,INE455I01029,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,1.00,INE420C01059,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532915,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,A ,10.00,INE621H01010,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2.00,INE742F01042,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,
532922,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1.00,INE532F01054,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
532924,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,A ,10.00,INE094I01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.00,INE668F01031,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,
532927,eClerx Services Limited,ECLERX,ECLERX SERVICES LTD.,Active,A ,10.00,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A ,10.00,INE791I01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532939,Reliance Power Limited,RPOWER,RELIANCE POWER LTD.,Active,A ,10.00,INE614G01033,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
532942,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A ,2.00,INE634I01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532944,OnMobile Global Ltd.,ONMOBILE,OnMobile Global Ltd.,Active,A ,10.00,INE809I01019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
532947,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A ,10.00,INE821I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532953,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A ,1.00,INE951I01027,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
532955,REC LIMITED,RECLTD,REC Ltd,Active,A ,10.00,INE020B01018,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,
532960,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,A ,2.00,INE274G01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
532966,Titagarh Wagons Ltd,TWL,TITAGARH WAGONS LTD.,Active,A ,2.00,INE615H01020,Railway Wans,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wans,
532967,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,A ,10.00,INE415I01015,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,
532977,Bajaj Auto Limited,BAJAJ-AUTO*,BAJAJ AUTO LTD.,Active,A ,10.00,INE917I01010,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,
532978,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5.00,INE918I01018,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
532985,Kotak Mahindra Mutual Fund,KTKSENSEX,Kotak S&P BSE Sensex ETF,Active,A ,1.00,INF174KA1JD7,Mutual Fund Scheme - ETF,Equity,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF,
533023,ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,Active,A ,5.00,INE342J01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
533033,ISGEC Heavy Engineering Limited,ISGEC,ISGEC Heavy Engineering Ltd,Active,A ,1.00,INE858B01029,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
533088,Mahindra Holidays & Resorts India Limited,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Active,A ,10.00,INE998I01010,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
533098,NHPC Limited,NHPC,NHPC LTD.,Active,A ,10.00,INE848E01016,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
533104,Globus Spirits Limited,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,A ,10.00,INE615I01010,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
533106,Oil India Limited,OIL,OIL INDIA LTD.,Active,A ,10.00,INE274J01014,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,
533122,RattanIndia Power Limited,RTNPOWER,RattanIndia Power Limited,Active,A ,10.00,INE399K01017,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
533138,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,A ,10.00,INE563J01010,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
533148,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,A ,10.00,INE121E01018,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,2.00,INE797F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
533162,Hathway Cable & Datacom Limited,HATHWAY,Hathway Cable & Datacom Ltd,Active,A ,2.00,INE982F01036,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
533169,MAN INFRACONSTRUCTION LIMITED,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,A ,2.00,INE949H01023,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
533179,Persistent Systems Limited,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A ,10.00,INE262H01013,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
533206,SJVN LIMITED,SJVN,SJVN Ltd,Active,A ,10.00,INE002L01015,Electric Utilities,Equity,Utilities,Power,Power,Electric Utilities,
533229,BAJAJ CONSUMER CARE LIMITED,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1.00,INE933K01021,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,
533248,Gujarat Pipavav Port Limited,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A ,10.00,INE517F01014,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,
533269,VA Tech Wabag Limited,WABAG,VA TECH WABAG LTD.,Active,A ,2.00,INE956G01038,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management,
533271,Ashoka Buildcon Limited,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5.00,INE442H01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
533273,OBEROI REALTY LIMITED,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.00,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
533274,Prestige Estates Projects Limited,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.00,INE811K01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
533278,Coal India Limited,COALINDIA,COAL INDIA LTD.,Active,A ,10.00,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,
533286,MOIL Limited,MOIL,MOIL LTD.,Active,A ,10.00,INE490G01020,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,
533293,Kirloskar Oil Engines Limited,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,A ,2.00,INE146L01010,Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,Diesel Engines,
533333,Fineotex Chemical Limited,FCL,FINEOTEX CHEMICAL LTD.,Active,A ,2.00,INE045J01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
533339,Zen Technologies Ltd.,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,A ,1.00,INE251B01027,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
533398,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.00,INE414G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
533400,Future Consumer Limited,FCONSUMER,Future Consumer Ltd,Active,A ,6.00,INE220J01025,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
533519,L&T FINANCE HOLDINGS LIMITED,L&TFH,L&T FINANCE HOLDINGS LTD.,Active,A ,10.00,INE498L01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
533552,RUPA & COMPANY LIMITED,RUPA,RUPA & COMPANY LTD.,Active,A ,1.00,INE895B01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
533573,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.00,INE901L01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
533655,Triveni Turbine Limited,TRITURBINE,TRIVENI TURBINE LTD.,Active,A ,1.00,INE152M01016,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
533758,APL Apollo Tubes Limited,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,2.00,INE702C01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
534076,RHI MAGNESITA INDIA LIMITED,RHIM,Rhi Magnesita India Ltd,Active,A ,1.00,INE743M01012,Refractories,Equity,Industrials,Capital Goods,Industrial Products,Refractories,
534091,Multi Commodity Exchange of India Ltd,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.00,INE745G01035,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,A ,2.00,INE839M01018,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
534309,NBCC (India) Limited,NBCC,NBCC (India) Ltd,Active,A ,1.00,INE095N01031,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
534597,RATTANINDIA ENTERPRISES LIMITED,RTNINDIA,Rattanindia Enterprises Ltd,Active,A ,2.00,INE834M01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
534758,Cigniti Technologies Ltd,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,A ,10.00,INE675C01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
534804,CARE Ratings Limited,CARERATING,CARE Ratings Ltd,Active,A ,10.00,INE752H01013,Ratings,Equity,Financial Services,Financial Services,Capital Markets,Ratings,
534816,INDUS TOWERS LIMITED,INDUSTOWER,Indus Towers Ltd,Active,A ,10.00,INE121J01017,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
534976,V-Mart Retail Limited,VMART,V-MART RETAIL LTD.,Active,A ,10.00,INE665J01013,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
535276,SBI Mutual Fund,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,Active,A ,10.00,INF200K01VT2, ,Equity,-,-,-,-,
535322,Repco Home Finance Limited,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10.00,INE612J01015,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
535648,Just Dial Limited,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.00,INE599M01018,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,
535754,ORIENT CEMENT LIMITED,ORIENTCEM,Orient Cement Ltd,Active,A ,1.00,INE876N01018,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
535755,Aditya Birla Fashion and Retail Limited,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.00,INE647O01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
535789,INDIABULLS HOUSING FINANCE LIMITED,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2.00,INE148I01020,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
